,location_name,latitude,longitude
207,estes park,40.3699,-105.5217
208,lexington,38.33265,-91.77507777777777
209,hopkinsville,36.8381,-87.4775
210,dublin,36.798925,-88.2656
211,ridgeland,36.69806666666667,-87.65413333333333
212,cannon beach,45.8884,-123.9603
213,big spring,36.888866666666665,-90.30106666666666
214,new philadelphia,40.6019,-78.7784
215,rapid city,44.4541,-94.25375
216,iron river,46.33185,-90.02324999999999
217,frankenmuth,43.3322,-83.7391
218,lahaina,20.8848,-156.6618
219,hampton bays,40.8695,-72.5225
220,charleston,36.5777375,-89.92975
221,clarksville,38.49436,-87.30514000000002
222,metairie,29.9977,-90.178
223,prosser,43.44725,-109.172
224,walterboro,32.901,-80.676
225,portland,39.989236363636365,-91.95132727272728
226,plano,38.08965,-91.185325
227,chester,38.88661875,-90.30819375
228,los angeles,30.3044,-108.0965
229,eads,38.4814,-102.7797
230,trion,34.548,-85.3114
231,thomasville,32.877233333333336,-83.9336
232,mount gilead,37.88475,-81.4165
233,indianapolis,39.7771,-86.1458
234,easton,40.264140000000005,-95.01503
235,wall,42.1915,-91.0141
236,new york,40.6943,-73.9249
237,baltimore,39.57555,-79.6095
238,san bernardino,34.1416,-117.2943
239,hamburg,39.87901428571429,-86.47832857142858
240,lansing,41.02925714285715,-87.64247142857143
241,brawley,32.9783,-115.5287
242,mesquite,33.910133333333334,-105.80266666666668
243,sidney,41.00267142857143,-93.2029
244,charlotte,36.9564,-88.43368000000001
245,lodi,40.8376,-91.730925
246,two rivers,54.52365,-117.33605
247,jacksonville,37.58186428571428,-87.63107142857145
248,weatherford,34.145799999999994,-98.2288
249,round rock,33.515699999999995,-103.5629
250,santa monica,30.19445,-108.0355
251,troy,39.10168,-89.85806
252,venice,34.0792,-89.57475
253,redding,40.58825,-108.37565
254,key west,24.5642,-81.7775
255,arlington,40.02256666666666,-93.9949
256,desert hot springs,33.955,-116.5429
257,colorado springs,38.8674,-104.7605
258,eau claire,42.64726666666667,-85.8658
259,mount vernon,38.69521875,-90.82695625
260,holyoke,41.39725,-87.4693
261,pauls valley,34.7231,-97.2281
262,san luis obispo,35.2669,-120.669
263,vernal,40.4517,-109.5378
264,ferndale,39.99785,-94.53905000000002
265,south san francisco,37.6538,-122.4196
266,ocean shores,46.9684,-124.152
267,kalkaska,44.7318,-85.1834
268,knoxville,38.0428,-87.02241666666669
269,kanab,37.0262,-112.5219
270,seward,44.903275,-106.0761
271,rockville,38.50306666666667,-89.46242222222222
272,bettendorf,41.5657,-90.4765
273,orange park,30.1706,-81.7041
274,reedley,36.5988,-119.4471
275,chamberlain,43.7956,-99.3263
276,oregon city,45.3418,-122.5924
277,palmerton,40.8023,-75.616
278,jay,33.68875,-90.97395
279,black river falls,44.2981,-90.842
280,louisville,37.17137,-89.41082
281,fort benton,47.8291,-110.6557
282,yuma,36.18893333333333,-101.86746666666666
283,las cruces,32.3265,-106.7893
284,batesville,35.65033999999999,-89.53362
285,capitola,33.7111,-103.0168
286,santa maria,30.505000000000003,-109.1448
287,columbia,37.08728666666666,-86.95927333333331
288,north las vegas,36.2883,-115.0888
289,huntsville,37.00682857142857,-92.65168571428572
290,merrill,43.334425,-97.97165
291,panama city,30.1995,-85.6003
292,des moines,41.908433333333335,-106.58676666666668
293,annandale,41.5797,-82.0682
294,columbus,38.70090666666667,-93.01176
295,mocksville,35.9007,-80.5631
296,red bluff,40.1735,-122.2413
297,twentynine palms,34.1478,-116.0659
298,high falls,41.8255,-74.1201
299,ojai,34.4488,-119.2469
300,webster,38.04797142857143,-88.89888571428571
301,carpinteria,34.3962,-119.5118
302,naperville,41.748,-88.1659
303,westport,41.719125,-98.6892375
304,colorado city,35.77166666666667,-106.23006666666669
305,taos,37.4514,-98.8225
306,minneapolis,42.0439,-95.48375
307,waldorf,41.27085,-85.3085
308,uniontown,38.72235714285714,-91.8667
309,cookeville,36.1482,-85.5109
310,nauvoo,37.26655,-89.43520000000001
311,franklin,38.341858620689656,-88.5805931034483
312,pembroke,35.2298,-82.201625
313,marquette,42.5793,-92.71656
314,scottsdale,33.6872,-111.8651
315,santa rosa,32.992625000000004,-109.3138
316,oakhurst,36.108525,-96.2545
317,two harbors,47.0302,-91.6752
318,decherd,35.2156,-86.0757
319,lincoln,41.08798571428571,-93.63880714285712
320,manistee,44.2439,-86.3242
321,chapel hill,35.7777,-82.86805000000001
322,napa,38.2975,-122.301
323,watertown,40.553133333333335,-87.39603333333334
324,yountville,38.3963,-122.3671
325,port huron,42.9821,-82.4388
326,hawthorne,36.81904,-93.4046
327,concord,38.14459166666666,-88.53056666666667
328,fernley,39.5627,-119.1906
329,north highlands,38.6713,-121.3721
330,miramar beach,30.3854,-86.3442
331,rancho cucamonga,34.1247,-117.5667
332,dorris,41.9644,-121.9205
333,byram,36.59505,-81.96945
334,spooner,45.8271,-91.886
335,naturita,38.2183,-108.5665
336,silverton,40.79386,-106.42222
337,norfolk,39.46345,-86.84035
338,eureka springs,36.4105,-93.745
339,omaha,37.198275,-93.07235
340,temecula,33.4928,-117.1315
341,holly springs,34.865833333333335,-84.25706666666667
342,midland,38.69918333333334,-91.95706666666666
343,norcross,39.9033,-90.20145
344,bartonsville,39.3901,-77.3513
345,saratoga springs,41.7062,-92.84645
346,monterey,37.02851666666667,-91.63333333333334
347,eden prairie,44.8488,-93.4595
348,dyersville,42.4818,-91.1178
349,springdale,39.50638,-91.34638
350,quincy,40.30767142857143,-93.8062
351,warroad,48.9168,-95.3271
352,redondo beach,33.8577,-118.3765
353,bend,42.1562,-121.7595
354,cedar rapids,41.762550000000005,-94.9138
355,muskegon,43.2281,-86.2562
356,ontario,40.6396,-101.946725
357,rochester,41.35044615384615,-88.59490769230771
358,duluth,42.188233333333336,-99.64516666666668
359,alcoa,35.8076,-83.9753
360,new albany,38.40978,-86.00182000000001
361,sequim,48.0746,-123.0945
362,ogden,38.39111666666667,-93.74983333333334
363,newark,38.97050909090909,-87.0568909090909
364,carrollton,36.465944444444446,-87.40917777777777
365,palestine,36.443925,-89.72767499999999
366,richmond hill,31.9012,-81.3125
367,long beach,39.56488571428571,-94.82988571428572
368,palm bay,27.9631,-80.6593
369,oakland,38.09538888888889,-90.08305
370,tullahoma,35.3721,-86.2172
371,southaven,34.9514,-89.9786
372,ardmore,36.0465,-86.52810000000001
373,san angelo,31.4424,-100.4504
374,friendsville,39.1122,-79.86133333333333
375,fort myers beach,26.4308,-81.9146
376,red river,36.7041,-105.4064
377,gurnee,42.3708,-87.9392
378,kemah,29.5309,-95.0196
379,corpus christi,27.7254,-97.3767
380,kiowa,37.028,-99.6151
381,delmont,40.96543333333333,-84.22713333333333
382,oak island,31.8031,-86.41245
383,lewes,38.7776,-75.145
384,odessa,39.2683,-93.1987875
385,mcminnville,40.4487,-104.4865
386,chapmanville,37.9727,-82.0215
387,tulia,34.5374,-101.7741
388,holdenville,35.0838,-96.4017
389,lolo,46.7756,-114.1018
390,greenbelt,38.9953,-76.8885
391,sacramento,36.25846666666666,-104.76953333333334
392,lawrence,40.9230875,-84.901125
393,sunrise beach,38.1667,-92.78
394,el reno,35.5429,-97.966
395,cleveland,37.83337058823529,-89.19689411764705
396,tuscaloosa,33.2348,-87.5268
397,pismo beach,35.1487,-120.6493
398,port angeles,48.1141,-123.4565
399,natural bridge,39.081100000000006,-81.55064999999999
400,danville,38.98133571428571,-90.3032
401,lancaster,38.99630909090909,-90.09232727272727
402,wichita falls,33.9072,-98.5291
403,nacogdoches,31.6134,-94.6528
404,medicine bow,41.8995,-106.2019
405,renton,47.4784,-122.1918
406,gettysburg,41.650666666666666,-87.22806666666668
407,mackinaw city,45.7751,-84.7479
408,san leandro,37.7074,-122.1599
409,forks,47.9527,-124.3903
410,macomb,37.8094,-93.84465
411,denham springs,30.4743,-90.9593
412,floyd,37.366925,-92.14385
413,henryetta,35.4417,-95.9864
414,laguna beach,31.9002,-101.85625
415,morro bay,35.3682,-120.8482
416,manhattan,41.8154,-92.471475
417,anaheim,33.839,-117.8574
418,hutchinson,41.2442,-89.13510000000001
419,lockport,38.1349,-85.75243333333333
420,daytona beach,29.1995,-81.0982
421,mobile,30.6782,-88.1162
422,deerfield,40.18675,-89.29305
423,cook,44.17585,-94.4253
424,punta gorda,26.8941,-82.0513
425,las vegas,35.9172,-110.243
426,mequon,43.2352,-87.9839
427,milford,39.72469285714286,-91.45280714285715
428,delaware,39.8453,-90.01856666666667
429,idaho falls,43.4871,-112.0362
430,mcallen,26.2252,-98.2467
431,bradenton beach,27.4651,-82.6958
432,monroe,39.53600666666667,-95.30859333333332
433,appleton,41.6321,-92.42803333333332
434,bartlesville,36.7365,-95.9456
435,oshkosh,42.71535,-95.45355
436,atlantic city,39.3797,-74.4527
437,lakeland,36.47926,-84.75456
438,nashville,37.276355555555554,-87.00935555555554
439,ortonville,44.0764,-89.94210000000001
440,fresno,35.54983333333334,-99.0007
441,pigeon forge,35.7977,-83.5623
442,carlisle,37.932575,-86.8357625
443,sparta,38.56154444444444,-86.2775777777778
444,unadilla,36.47045,-90.00275
445,milledgeville,37.50545,-86.242475
446,sarasota,27.3387,-82.5432
447,little rock,39.3451,-91.56534
448,onalaska,40.42913333333334,-103.01
449,fort collins,40.5477,-105.0656
450,lakehead,40.9007,-122.3924
451,goldendale,45.8192,-120.8233
452,eugene,41.20555,-107.76025
453,morgantown,37.59152,-84.02908
454,parkersburg,40.14176666666667,-87.45909999999999
455,south lake tahoe,38.9393,-119.9828
456,beverly hills,35.1477,-94.30902
457,newnan,33.3767,-84.7761
458,santa claus,35.144,-84.62950000000001
459,basye,38.8182,-78.7659
460,marshall,40.781525,-95.42376666666668
461,davenport,39.589185714285705,-100.59932857142856
462,fort bragg,39.4399,-123.8013
463,murfreesboro,35.4484,-85.73076666666667
464,butte,49.55135,-115.293575
465,wilbur,47.7581,-118.7117
466,perry,37.20482307692308,-90.7835076923077
467,richfield,40.567060000000005,-96.68199
468,anthony,33.719833333333334,-103.7445
469,clinton,39.50094782608696,-91.32402608695652
470,tarkio,40.443,-95.3835
471,king of prussia,40.0963,-75.3821
472,ronks,40.0267,-76.171
473,evansville,44.3489,-102.08764285714284
474,lombard,41.8741,-88.0157
475,great falls,40.36283333333333,-89.83523333333333
476,bakersfield,38.88626666666666,-94.6611
477,ithaca,41.708125,-85.54787499999999
478,cosby,37.82955,-88.96275
479,denver,39.91015,-89.13074999999999
480,south bend,43.115566666666666,-102.10586666666666
481,larsen bay,57.5404,-154.0056
482,ellensburg,46.9999,-120.5475
483,fort wayne,41.0888,-85.1436
484,spencer,40.45610909090909,-91.58494545454543
485,roseville,41.44901666666667,-91.1847
486,boston,38.09193333333334,-80.1791
487,ashland,38.92368235294117,-92.84508823529411
488,avon,40.469145454545455,-92.6763
489,hebron,40.46077,-88.01203
490,detroit,38.893483333333336,-96.0818
491,phoenixville,40.1359,-75.5201
492,kemmerer,41.7761,-110.5555
493,victoria,37.30974285714286,-91.11161428571428
494,dodge city,35.9028,-93.45175
495,irving,36.0319,-93.1877
496,olympia,40.50925,-101.9654
497,hudson,39.72816,-89.46376
498,gadsden,34.04745,-92.63729999999998
499,park city,39.76916666666667,-96.37926666666664
500,sioux falls,43.5396,-96.7311
501,newport,40.36052666666667,-87.55074666666665
502,petoskey,45.3649,-84.9888
503,salina,38.0144,-101.5441
504,cooperstown,43.8815,-84.30983333333334
505,tucker,33.663700000000006,-88.40136666666668
506,virginia beach,36.7335,-76.0435
507,summerville,38.5216,-90.68025
508,prescott,41.09605,-101.6331375
509,forney,32.744,-96.4529
510,taylor,38.38463636363636,-94.44885454545457
511,trempealeau,44.0029,-91.4284
512,warrenton,38.702200000000005,-90.73782
513,fremont,40.55363333333334,-93.70831111111112
514,san antonio,24.51636666666667,-81.33395
515,oakdale,39.44326666666667,-91.35485555555556
516,woodstock,38.781866666666666,-86.37233333333332
517,berryville,35.8697,-89.00643333333335
518,seneca,40.95201111111111,-94.68991111111112
519,greybull,44.4887,-108.0592
520,shelbyville,37.369483333333335,-88.72971666666668
521,international falls,48.5884,-93.4084
522,campbell,37.52191428571429,-95.02331428571428
523,brentwood,38.77466666666666,-88.17121666666667
524,oregon,41.64425,-89.325
525,brooklyn,40.99644285714286,-85.47192857142856
526,winnetka,42.1064,-87.7421
527,dunkirk,40.58945,-81.213975
528,republic,42.20073333333334,-93.47963333333333
529,la vista,41.1816,-96.0664
530,rolling meadows,42.0747,-88.0252
531,rancho santa fe,33.024,-117.1992
532,montgomery,37.41446363636364,-86.57283636363637
533,broomfield,39.9542,-105.0526
534,lafayette,39.18924444444444,-97.0889
535,dayton,40.62788888888889,-95.89898333333332
536,anderson,40.65016,-98.46466
537,kingston,39.88256,-91.477985
538,cascade locks,45.6763,-121.8719
539,carlton,39.23268571428571,-99.42781428571428
540,brownsburg,39.8337,-86.383
541,iron ridge,43.3982,-88.532
542,elko,37.10945,-98.57415
543,elkhart,38.426100000000005,-93.28656
544,new braunfels,29.6994,-98.1148
545,herkimer,39.8924,-96.709
546,brunswick,37.96006666666667,-85.1211
547,chadron,42.826,-103.0025
548,buckeye,37.92545,-103.00935
549,anchorage,49.70985,-117.32275
550,aberdeen,40.497075,-93.7704125
551,gaithersburg,39.1346,-77.2131
552,raleigh,36.542233333333336,-86.94021666666667
553,pinckneyville,38.0851,-89.3717
554,barstow,39.155525,-107.233025
555,cape charles,37.257,-76.0093
556,asheville,35.5707,-82.5537
557,redwood city,37.5025,-122.2253
558,baytown,29.7587,-94.9671
559,yonkers,40.9466,-73.8673
560,old forge,42.5382,-75.35655
561,granbury,32.4475,-97.7702
562,coeur d'alene,47.704,-116.7936
563,la grande,46.07205,-120.19135
564,riverton,41.07647777777778,-93.44764444444444
565,etna,40.6367,-95.1766
566,saratoga,37.67104,-97.08656
567,silver city,36.24922,-98.65394
568,albuquerque,35.1054,-106.6465
569,silverdale,41.68533333333333,-98.28546666666666
570,redmond,43.64773333333333,-118.3883
571,reading,39.98075,-85.2663
572,birmingham,39.48966,-87.75453999999999
573,delta,37.963687500000006,-92.455775
574,lyons falls,43.617,-75.3618
575,green valley,39.780750000000005,-98.5712
576,lake mary,28.7592,-81.336
577,dover,39.03167857142858,-86.90581428571429
578,dillsboro,37.194500000000005,-84.1529
579,tombstone,31.7234,-110.0798
580,bozeman,45.6833,-111.0558
581,vallejo,38.1125,-122.2342
582,cincinnati,38.60423333333333,-90.64889999999998
583,benton,36.89300769230768,-91.6620153846154
584,texarkana,33.443,-94.0403
585,alva,31.75415,-90.1459
586,oxnard,34.1964,-119.1815
587,shaver lake,37.0971,-119.3245
588,pikeville,36.1935,-81.90410000000001
589,manheim,40.163,-76.3964
590,burlington,40.706852941176464,-91.99411764705884
591,paradise,39.51031666666667,-109.99686666666666
592,baton rouge,30.442,-91.1311
593,lone pine,36.5774,-118.0777
594,panama city beach,30.237,-85.8776
595,elkins,37.4705,-86.93965
596,hiawassee,34.9495,-83.7531
597,rock springs,40.23083333333334,-102.65770000000002
598,ripon,40.79265,-104.9848
599,homestead,37.9596,-93.89205714285715
600,tavernier,25.0188,-80.5132
601,callaway,39.1602,-89.47805
602,tallahassee,30.4551,-84.2527
603,pleasanton,36.60626666666667,-102.79853333333334
604,olmito,26.0233,-97.5379
605,caldwell,37.81258333333333,-92.9288
606,philipsburg,43.6138,-95.7553
607,corrales,35.2366,-106.6191
608,mechanicsburg,39.309775,-82.72755000000001
609,chesterfield,37.68166,-86.91783999999998
610,inglewood,37.6863,-107.42345
611,scottsboro,34.6438,-86.0491
612,austin,37.64247142857143,-93.44915714285716
613,garibaldi,45.5607,-123.9112
614,wichita,37.6895,-97.3443
615,gilroy,37.0046,-121.5854
616,joseph,41.9887,-114.7251
617,arkadelphia,34.1253,-93.0729
618,wilson,37.75227,-91.60826
619,villa park,37.85225,-102.89415
620,lompoc,34.6618,-120.4714
621,ventura,37.686,-100.5726
622,parker,38.48518,-98.77075
623,savanna,38.463,-92.9875
624,fort worth,32.7817,-97.3474
625,nisswa,46.5003,-94.2977
626,sioux city,42.4959,-96.3901
627,mccloud,41.2541,-122.1361
628,allentown,36.033475,-80.0931
629,virginia city,42.3018,-115.7926
630,bisbee,40.0199,-104.6483
631,athens,37.712672727272725,-86.22295454545453
632,reno,37.53083333333333,-98.90613333333332
633,troutdale,41.1197,-101.9184
634,el dorado springs,37.8694,-94.0196
635,deadwood,44.3871,-103.7207
636,bellevue,41.5063,-93.71049090909092
637,tyler,38.29845,-95.72105
638,abilene,35.68865,-98.4818
639,woodbridge,38.40505,-99.28465
640,balmorhea,30.984,-103.7438
641,olean,40.2461,-85.48105000000001
642,scranton,39.604866666666666,-90.39678333333332
643,clovis,35.6327,-111.43765
644,escondido,33.1348,-117.0723
645,waco,35.75373999999999,-91.17368
646,irvine,35.6868,-100.8708
647,bremerton,47.5436,-122.7121
648,olathe,38.7458,-101.40165
649,hampton,37.47156363636364,-86.32863636363638
650,bismarck,39.789725,-93.04525
651,adairsville,34.3709,-84.9212
652,whitmore lake,42.4258,-83.753
653,boise,43.6005,-116.2308
654,vinton,36.11412,-90.88548
655,saint george,44.377,-73.13
656,ames,38.14478,-91.71952
657,williamsburg,37.06414444444445,-89.39063333333334
658,appomattox,37.3592,-78.8276
659,los banos,37.063,-120.8406
660,traverse city,44.7546,-85.6038
661,frederick,39.65158,-95.6318
662,bardstown,37.8175,-85.455
663,sedona,34.8581,-111.7941
664,olive branch,36.06835,-89.59970000000001
665,idabel,33.904,-94.8285
666,racine,40.902750000000005,-85.96485
667,san jose,36.614975,-106.787225
668,key biscayne,25.6908,-80.1653
669,hilton head island,32.1896,-80.7499
670,granger,40.43789999999999,-99.9218
671,chesterton,41.5997,-87.055
672,lewiston,43.17801428571429,-99.20647142857143
673,corvallis,45.44185,-118.6951
674,akron,40.5912625,-86.66028750000001
675,fairburn,38.61825,-93.90005
676,bainbridge,38.035925000000006,-82.34757499999999
677,kernville,35.7533,-118.4321
678,telluride,37.9364,-107.827
679,hanover,39.47610909090909,-88.26630909090908
680,groom,35.205,-101.1071
681,lufkin,31.3217,-94.7277
682,kalispell,48.2153,-114.3274
683,holbrook,38.66783333333333,-94.4157
684,many,31.566,-93.4773
685,plant city,28.014,-82.1201
686,buchanan,39.65221666666667,-85.36896666666667
687,healdsburg,38.6224,-122.8651
688,port aransas,27.8102,-97.0875
689,russell springs,37.9819,-93.12655
690,jupiter,26.92,-80.1128
691,mesa,39.13133333333333,-116.4205
692,townsend,41.679100000000005,-89.889325
693,ridgecrest,31.7083,-97.33333333333331
694,bandera,29.7255,-99.0741
695,bald knob,35.3123,-91.5709
696,culpeper,38.4704,-78.0001
697,medora,41.63786666666667,-93.2792
698,lexington park,38.2528,-76.4424
699,pella,43.07355,-90.8713
700,federal way,47.3091,-122.3358
701,winnfield,31.924,-92.6425
702,south sioux city,42.4627,-96.4125
703,mountain,46.9353,-93.1664
704,hunter,38.68891428571428,-91.66841428571428
705,dubuque,42.5002,-90.707
706,guerneville,38.5137,-122.9894
707,eastland,32.4024,-98.8176
708,ironwood,46.4522,-90.1505
709,big bear lake,34.2429,-116.8951
710,york,39.46864285714285,-94.91061428571427
711,mound city,40.27015,-94.828975
712,grand junction,38.72356666666666,-97.33103333333334
713,bentleyville,40.76495,-80.70824999999999
714,fairbanks,64.8353,-147.6533
715,grand forks,47.9214,-97.0884
716,oak harbor,44.90425,-102.88785
717,midvale,41.83746666666666,-103.3354
718,montello,42.53055,-101.76515
719,westbury,40.7599,-73.5891
720,washington,37.96935555555556,-90.1078222222222
